"datNorm" "datExp"
-1.41092139893305 0.946894742862067
-2.83376067825037 0.188869983649497
-2.20021267765806 0.427134417591362
-1.11090392141868 1.22034268234459
-1.64926990408132 0.760604314855313
-2.70481119219904 0.226464831383404
-2.89328858848778 0.17317852086115
-2.82278992650691 0.19187389428659
-4.01366842416992 0.0225077930098267
-2.14153895054267 0.456598133327879
-2.84821527599956 0.184965881219046
-2.34562339490577 0.359882254642576
-2.06949976911 0.494663103842969
-2.03231910684367 0.515138996211957
-1.90741848495479 0.588160930185255
-0.536367370797479 1.87219964396457
-1.02021774678093 1.31184474242304
-1.59535333833199 0.80041782054824
-2.46491968549528 0.31059999409959
-2.06731278768753 0.495851740951301
-1.74769207841391 0.691352700226783
-2.85204202802753 0.183942464514101
-1.79304120701619 0.660911685902226
-0.726099081230119 1.63776921472856
-2.02168963711835 0.521097955463552
-2.63489545843513 0.249013436879649
-2.60360573935243 0.259618293154308
-1.81853997883473 0.644196513453789
-4.67001327080154 0.00443694358549999
-2.97471343975845 0.153326237961507
-3.42162806311161 0.0733440480789242
-2.87793449619877 0.177128681374224
-1.95328705552822 0.560576829580455
-3.01211524022116 0.144807613766439
-3.51333559265655 0.0620706463680733
-1.81829069931692 0.644358533959297
-2.2454263736013 0.405353723990042
-2.70427755940322 0.22663103316374
-0.00594391112326376 2.63144801626074
-0.255119560141361 2.25548018873219
0.250948799348496 3.05550048400839
-4.32274295666457 0.0109433359042716
-1.41944356612922 0.939770207882719
-1.58254889636919 0.810070568369934
-3.05628060256999 0.135217554932513
-2.72440813111928 0.22042317650176
-1.13378526336223 1.19791326164413
-2.09772129997747 0.479500090898118
-3.19840433265329 0.107625167546312
-0.696458719847032 1.67312824335717
-2.26574405651692 0.395824189006921
-2.96430404018069 0.155763252759564
-1.95006081794705 0.56248764434594
-3.1647441971454 0.113726251401255
-0.0839355721321358 2.51005425392333
-2.59642885902424 0.262096314138004
-2.06545900613261 0.496860819549837
-2.39806450902094 0.337581413395547
-1.64324334601072 0.764988034005056
-1.50248557012876 0.872164347483183
-1.63523368104655 0.770840079546682
-2.78993067533501 0.201084088649598
-1.45746878873725 0.908405316974581
-3.11983984110203 0.122277807548221
-1.71003555007452 0.717330141037804
-1.41686314981209 0.941923753109887
-1.19226823185732 1.14178009128716
-1.2837975984173 1.05734606346997
-1.12522975439335 1.20626892095409
-3.30069263559337 0.0906341602105743
-0.715402937789849 1.65047535441731
-2.63216548904932 0.249925889109443
-4.36390472550033 0.00988413186501988
-2.15090013023916 0.451805508478082
-2.01757903800912 0.52341499283891
-0.641606197652204 1.73979429994926
-1.84343015780458 0.628156542645271
-1.95645994944994 0.558701921355965
-0.689169686278412 1.68189494294457
-0.728748061582462 1.63463179577686
-1.68332260345685 0.736146642834015
-4.60909273979824 0.00523630148479426
-2.36835750234308 0.350090114518494
-3.41752332411406 0.0738843419823724
-0.995130738286182 1.3378973050292
-2.96961103939743 0.154517160505497
-2.08834505810142 0.484501741711981
-2.70901749551919 0.225157899685931
-4.75308985269934 0.00352188672516918
-0.618192047313814 1.76873945437067
-3.11235568783954 0.123749940976403
-0.696217839648384 1.67341750537439
-2.93352912836755 0.163139675231524
-1.4947450910854 0.878327422227687
-1.66392040146073 0.750016950670756
-1.73422461101686 0.700569949021021
-2.15009188881262 0.452217919786264
-1.76337095106318 0.680724357090738
-3.60458278772354 0.0522787101221682
-1.13522272366862 1.19651299329542
-2.23238507163397 0.411554433558453
-1.74823338453545 0.690983927154306
-3.27600849358692 0.0945274482953114
-2.91677865434431 0.167263680705331
-3.9547188785775 0.0256089755632093
-2.90881348923242 0.169252025743657
